model	circuits	families	d95_feasible_rate	beats_single_baseline_rate	opportunity_rate	mean_gain_vs_single_percent	mean_fallback_gain_percent	mean_regret_percent	median_regret_percent	max_regret_percent	exact_candidate_rate	correct_scheme_rate	candidate_action_rate	abstain_rate	unsafe_combo_selection_rate	mean_mae_cycles	mean_rmse_cycles	opportunity_capture_rate	family_macro_win_rate
graphsage	15	12	1.0	0.26666666666666666	0.9333333333333333	-62.187918074314744	4.630096097962867	347.8330615211848	230.90760425183973	1414.4803248207036	0.0	0.4	0.7333333333333333	0.26666666666666666	0.0	3947.3324410258215	5027.637409265281	0.2857142857142857	0.3333333333333333
xgboost_scalar	15	12	1.0	0.4666666666666667	0.9333333333333333	15.337727472475073	17.38586864836797	241.70604170962073	32.093213409648406	1414.4803248207036	0.0	0.5333333333333333	0.7333333333333333	0.26666666666666666	0.0	4353.169627979142	5022.385820764825	0.5	0.5833333333333334
