model	circuits	families	d95_feasible_rate	beats_single_baseline_rate	opportunity_rate	mean_gain_vs_single_percent	mean_fallback_gain_percent	mean_regret_percent	median_regret_percent	max_regret_percent	exact_candidate_rate	correct_scheme_rate	candidate_action_rate	abstain_rate	unsafe_combo_selection_rate	mean_mae_cycles	mean_rmse_cycles	opportunity_capture_rate	family_macro_win_rate
graphsage	15	12	1.0	0.13333333333333333	0.9333333333333333	-67.49982566758749	0.36971386483321295	363.544557253342	230.90760425183973	1414.4803248207036	0.0	0.5333333333333333	0.7333333333333333	0.26666666666666666	0.0	4628.61654068016	5407.9174018341255	0.14285714285714285	0.16666666666666666
xgboost_scalar	15	12	1.0	0.4666666666666667	0.9333333333333333	9.904748635864276	18.904133542870124	244.4627956118077	33.05084745762712	1414.4803248207036	0.0	0.4666666666666667	0.7333333333333333	0.26666666666666666	0.0	4324.461014855103	5002.041512943089	0.5	0.5833333333333334
