seed	model	circuits	families	d95_feasible_rate	beats_single_baseline_rate	family_macro_win_rate	mean_fallback_gain_percent	opportunity_capture_rate	candidate_action_rate	abstain_rate	unsafe_combo_selection_rate	mean_regret_percent	max_regret_percent
20260824	graphsage	15	12	1.0	0.2	0.25	0.8765546608531134	0.21428571428571427	0.7333333333333333	0.26666666666666666	0.0	358.91980863410106	1414.4803248207036
20260824	xgboost_scalar	15	12	1.0	0.4666666666666667	0.5833333333333334	18.95504744237854	0.5	0.7333333333333333	0.26666666666666666	0.0	243.23039152506195	1414.4803248207036
20260825	graphsage	15	12	1.0	0.13333333333333333	0.16666666666666666	0.36971386483321295	0.14285714285714285	0.7333333333333333	0.26666666666666666	0.0	363.544557253342	1414.4803248207036
20260825	xgboost_scalar	15	12	1.0	0.4666666666666667	0.5833333333333334	18.904133542870124	0.5	0.7333333333333333	0.26666666666666666	0.0	244.46279561180773	1414.4803248207036
20260826	graphsage	15	12	1.0	0.26666666666666666	0.3333333333333333	4.630096097962866	0.2857142857142857	0.7333333333333333	0.26666666666666666	0.0	347.8330615211848	1414.4803248207036
20260826	xgboost_scalar	15	12	1.0	0.4666666666666667	0.5833333333333334	17.385868648367968	0.5	0.7333333333333333	0.26666666666666666	0.0	241.7060417096207	1414.4803248207036
