model	seed_count	d95_feasible_rate_mean	d95_feasible_rate_std	d95_feasible_rate_worst	beats_single_baseline_rate_mean	beats_single_baseline_rate_std	beats_single_baseline_rate_worst	family_macro_win_rate_mean	family_macro_win_rate_std	family_macro_win_rate_worst	mean_fallback_gain_percent_mean	mean_fallback_gain_percent_std	mean_fallback_gain_percent_worst	opportunity_capture_rate_mean	opportunity_capture_rate_std	opportunity_capture_rate_worst	candidate_action_rate_mean	candidate_action_rate_std	candidate_action_rate_worst	abstain_rate_mean	abstain_rate_std	abstain_rate_worst	unsafe_combo_selection_rate_mean	unsafe_combo_selection_rate_std	unsafe_combo_selection_rate_worst	mean_regret_percent_mean	mean_regret_percent_std	mean_regret_percent_worst	max_regret_percent_mean	max_regret_percent_std	max_regret_percent_worst	safety_status	practical_signal_status
graphsage	3	1.0	0.0	1.0	0.20000000000000004	0.05443310539518173	0.13333333333333333	0.25	0.06804138174397717	0.16666666666666666	1.958788207883064	1.900199337057295	0.36971386483321295	0.21428571428571427	0.05832118435198043	0.14285714285714285	0.7333333333333333	0.0	0.7333333333333333	0.26666666666666666	0.0	0.26666666666666666	0.0	0.0	0.0	356.7658091362093	6.592549325467714	363.544557253342	1414.4803248207036	0.0	1414.4803248207036	PASS	PASS
xgboost_scalar	3	1.0	0.0	1.0	0.4666666666666666	5.551115123125783e-17	0.4666666666666667	0.5833333333333334	0.0	0.5833333333333334	18.415016544538876	0.7280142399868953	17.385868648367968	0.5	0.0	0.5	0.7333333333333333	0.0	0.7333333333333333	0.26666666666666666	0.0	0.26666666666666666	0.0	0.0	0.0	243.13307628216344	1.1275417839060764	244.46279561180773	1414.4803248207036	0.0	1414.4803248207036	PASS	PASS
