model	circuits	families	d95_feasible_rate	beats_single_baseline_rate	opportunity_rate	mean_gain_vs_single_percent	mean_fallback_gain_percent	mean_regret_percent	median_regret_percent	max_regret_percent	exact_candidate_rate	correct_scheme_rate	candidate_action_rate	abstain_rate	unsafe_combo_selection_rate	mean_mae_cycles	mean_rmse_cycles	opportunity_capture_rate	family_macro_win_rate
graphsage	15	12	1.0	0.2	0.9333333333333333	-65.95442220482019	0.8765546608531134	358.9198086341011	235.76271186440678	1414.4803248207036	0.0	0.3333333333333333	0.7333333333333333	0.26666666666666666	0.0	4198.194246469001	5075.93537675028	0.21428571428571427	0.25
xgboost_scalar	15	12	1.0	0.4666666666666667	0.9333333333333333	11.066611417099972	18.95504744237854	243.23039152506195	37.93949304987735	1414.4803248207036	0.0	0.4666666666666667	0.7333333333333333	0.26666666666666666	0.0	4322.378306189644	4997.901199140742	0.5	0.5833333333333334
